id_transicion,nivel,anio_t,anio_t_menos_2,orden,tipo_fila,fecha_inicio,fecha_fin,n_meses,periodo_intervenido,gana_oficialismo,share_oficialismo,agrupacion_oficialismo,desocupacion,emae,icc,icg,ipc,reservas,resultado_fiscal,salario_real,tc_oficial
nacional_2011_2015,nacional,2015,2011,0,eleccion_t_menos_2,2011-10-23,2011-10-23,,,True,43.294776182503846,ALIANZA FRENTE PARA LA VICTORIA,,,,,,,,,
nacional_2011_2015,nacional,2015,2011,1,trimestre,2011-11-01,2012-01-01,3,True,,,,0.06833333333333334,141.97246142384054,55.53752766666667,2.7158005237579346,2.3626168224299082,46334.846594982075,-8359.455794943278,3899.0474404340293,4.307333333333333
nacional_2011_2015,nacional,2015,2011,2,trimestre,2012-02-01,2012-04-01,3,True,,,,0.07133333333333332,141.77394016808137,48.89415366666666,2.213916301727295,2.5272076546636546,47147.26609813373,-2447.2657655345956,4118.049780032662,4.384333333333333
nacional_2011_2015,nacional,2015,2011,3,trimestre,2012-05-01,2012-07-01,3,True,,,,0.07333333333333332,151.10002835996744,44.79893366666667,1.9868289629618328,2.343805656479292,46895.533691756274,-3989.914955284656,4388.367981091783,4.527666666666667
nacional_2011_2015,nacional,2015,2011,4,trimestre,2012-08-01,2012-10-01,3,True,,,,0.07366666666666667,145.1320321538084,42.817374,1.6987469991048176,2.6381734651259814,45182.29898989899,-6432.373803027829,4511.66287036345,4.700333333333333
nacional_2011_2015,nacional,2015,2011,5,trimestre,2012-11-01,2013-01-01,3,True,,,,0.07233333333333335,142.1585205897707,45.334042000000004,1.7854159275690715,3.146829433706344,44134.27849462366,-11173.296805513928,4643.6684180804,4.911333333333333
nacional_2011_2015,nacional,2015,2011,6,trimestre,2013-02-01,2013-04-01,3,True,,,,0.07666666666666666,146.0469544912988,46.19341133333333,1.834873119990031,1.9593661647708593,41136.33123399897,-4822.9602424298755,4855.052267022326,5.118333333333333
nacional_2011_2015,nacional,2015,2011,7,trimestre,2013-05-01,2013-07-01,3,True,,,,0.07066666666666667,158.3254482836766,44.540820999999994,1.6144299109776814,2.4698523247565607,38186.50501792115,-6330.573845634637,5091.813553059367,5.392333333333333
nacional_2011_2015,nacional,2015,2011,8,trimestre,2013-08-01,2013-10-01,3,True,,,,0.06666666666666667,148.0400843715365,50.175792666666666,1.8522202173868816,2.5802391441158035,35611.40658194852,-17833.374992650508,5222.903456957951,5.792333333333333
nacional_2011_2015,nacional,2015,2011,9,trimestre,2013-11-01,2014-01-01,3,True,,,,0.06633333333333334,142.08082471692424,46.568451,1.682513157526652,2.355828220858891,30825.595340501794,-29541.343023558205,5254.49506089741,6.890666666666667
nacional_2011_2015,nacional,2015,2011,10,trimestre,2014-02-01,2014-04-01,3,True,,,,0.071,143.12185680579069,35.45561466666667,1.4421308835347493,,27563.15573476702,,,7.959333333333333
nacional_2011_2015,nacional,2015,2011,11,trimestre,2014-05-01,2014-07-01,3,True,,,,0.07233333333333332,154.4765272221825,40.91977833333333,1.6946115096410115,,28922.771684587813,,,8.142
nacional_2011_2015,nacional,2015,2011,12,trimestre,2014-08-01,2014-10-01,3,True,,,,0.073,141.72447819440967,43.111648333333335,1.724388837814331,,28237.264157706097,,,8.443666666666667
nacional_2011_2015,nacional,2015,2011,13,trimestre,2014-11-01,2015-01-01,3,True,,,,0.06966666666666667,138.43724123924721,45.945330222222225,1.6883504390716553,,29994.79534050179,,,8.573
nacional_2011_2015,nacional,2015,2011,14,trimestre,2015-02-01,2015-04-01,3,True,,,,0.06933333333333333,146.5071664921388,51.974674666666665,1.8043383359909058,,31593.437557603687,,,8.818333333333333
nacional_2011_2015,nacional,2015,2011,15,trimestre,2015-05-01,2015-07-01,3,True,,,,0.06366666666666666,161.22276231400656,55.321869,2.021416505177816,,33782.58207885305,,,9.09
nacional_2011_2015,nacional,2015,2011,16,trimestre,2015-08-01,2015-10-01,3,True,,,,0.059,146.46442235895975,56.12057766666667,1.8678990602493286,,31762.825448028674,,,9.421333333333333
nacional_2011_2015,nacional,2015,2011,17,eleccion_t,2015-10-25,2015-10-25,,,False,29.890767138821573,ALIANZA FRENTE PARA LA VICTORIA,,,,,,,,,
nacional_2013_2017,nacional,2017,2013,0,eleccion_t_menos_2,2013-10-27,2013-10-27,,,False,,ALIANZA FRENTE PARA LA VICTORIA,,,,,,,,,
nacional_2013_2017,nacional,2017,2013,1,trimestre,2013-11-01,2014-01-01,3,True,,,,0.06633333333333334,142.08082471692424,46.568451,1.682513157526652,2.355828220858891,30825.595340501794,-29541.343023558205,5254.49506089741,6.890666666666667
nacional_2013_2017,nacional,2017,2013,2,trimestre,2014-02-01,2014-04-01,3,True,,,,0.071,143.12185680579069,35.45561466666667,1.4421308835347493,,27563.15573476702,,,7.959333333333333
nacional_2013_2017,nacional,2017,2013,3,trimestre,2014-05-01,2014-07-01,3,True,,,,0.07233333333333332,154.4765272221825,40.91977833333333,1.6946115096410115,,28922.771684587813,,,8.142
nacional_2013_2017,nacional,2017,2013,4,trimestre,2014-08-01,2014-10-01,3,True,,,,0.073,141.72447819440967,43.111648333333335,1.724388837814331,,28237.264157706097,,,8.443666666666667
nacional_2013_2017,nacional,2017,2013,5,trimestre,2014-11-01,2015-01-01,3,True,,,,0.06966666666666667,138.43724123924721,45.945330222222225,1.6883504390716553,,29994.79534050179,,,8.573
nacional_2013_2017,nacional,2017,2013,6,trimestre,2015-02-01,2015-04-01,3,True,,,,0.06933333333333333,146.5071664921388,51.974674666666665,1.8043383359909058,,31593.437557603687,,,8.818333333333333
nacional_2013_2017,nacional,2017,2013,7,trimestre,2015-05-01,2015-07-01,3,True,,,,0.06366666666666666,161.22276231400656,55.321869,2.021416505177816,,33782.58207885305,,,9.09
nacional_2013_2017,nacional,2017,2013,8,trimestre,2015-08-01,2015-10-01,3,True,,,,0.059,146.46442235895975,56.12057766666667,1.8678990602493286,,31762.825448028674,,,9.421333333333333
nacional_2013_2017,nacional,2017,2013,9,trimestre,2015-11-01,2016-01-01,3,True,,,,,140.9547168445902,56.417628,2.2280908823013306,,25658.90573476702,,,12.229333333333335
nacional_2013_2017,nacional,2017,2013,10,trimestre,2016-02-01,2016-04-01,3,False,,,,0.093,145.85697654731658,45.64581533333333,2.8715277512868247,,29745.51484365344,,,14.916666666666666
nacional_2013_2017,nacional,2017,2013,11,trimestre,2016-05-01,2016-07-01,3,False,,,,0.09033333333333333,153.63560143656807,43.611326999999996,2.651784578959147,,32098.96487455197,,,14.680333333333332
nacional_2013_2017,nacional,2017,2013,12,trimestre,2016-08-01,2016-10-01,3,False,,,,0.082,142.2729011298356,43.97888966666667,2.568150440851847,,33152.62616487455,,,15.13
nacional_2013_2017,nacional,2017,2013,13,trimestre,2016-11-01,2017-01-01,3,False,,,,0.08133333333333333,141.38704176140382,44.29366066666666,2.490325689315796,-39.1117837449053,38904.21720430107,-31225.83955696612,20704.87879236193,15.885
